X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,2.4865326021217683E-4,80.67262286166138,0.6343793237632986
2.0,2.0,train,1.7265812185088614E-4,55.85956200454754,0.5464419349437045
3.0,3.0,train,7.927842390057107E-5,15.85041374301414,0.3561663011510642
4.0,4.0,train,2.0481976542739762E-4,67.99267189780088,0.5883434978541859
5.0,5.0,train,1.536499094237894E-4,47.75418300823601,0.5174099558077239
6.0,6.0,train,2.1315379675646318E-4,70.85375688316421,0.5979679257902881
7.0,7.0,train,1.9350216538455557E-4,63.9834027575956,0.5745109617687396
8.0,8.0,train,1.1998051198141602E-4,32.01086915340039,0.45569664793265807
10.0,10.0,train,5.511786455396602E-4,98.12963452120574,0.7936469644128487
11.0,11.0,train,1.169817703438965E-4,30.761537438247775,0.4494258911360249
12.0,12.0,train,4.2081830659763215E-4,96.26280613468221,0.7459623136902508
14.0,14.0,train,1.0728045749689481E-4,26.69845670337811,0.4281110492982796
15.0,15.0,train,1.7335998483316213E-5,1.6513970621104375,0.10791442287445155
17.0,17.0,train,1.7117676749608974E-5,1.6170742737153931,0.10670040595281532
18.0,18.0,train,1.3889082119171735E-4,40.87483651489522,0.49217050365305964
19.0,19.0,train,1.1987569700789172E-4,31.96206791450688,0.45547987633095344
21.0,21.0,train,4.568393330130797E-5,7.382872217404432,0.24172194936342709
22.0,22.0,train,1.731930947191885E-5,1.6487733498625203,0.10782173714308282
23.0,23.0,train,7.559193571326428E-5,14.643868508352721,0.34532360347918656
25.0,25.0,train,1.4961303016433193E-5,1.2406277159851307,0.09452959422312586
26.0,26.0,train,2.0421878634097304E-4,67.73229133691507,0.5876316227472882
27.0,27.0,train,1.8859730896890253E-4,62.221932268873985,0.5682231704224809
28.0,28.0,train,3.3985727983481366E-5,4.986350950628056,0.19168970944461688
29.0,29.0,train,1.805070428445063E-4,58.99232302423888,0.5574356232348138
30.0,30.0,train,2.1281442505726453E-4,70.72011352611004,0.5975848058027118
31.0,31.0,train,2.0750873304589403E-4,68.9376808603154,0.5914987787309041
33.0,33.0,train,4.1704286990088793E-4,96.20376050228693,0.7442507073089437
34.0,34.0,train,2.814525252895825E-4,87.12311308955871,0.6626117935521548
35.0,35.0,train,2.792141852175478E-4,86.76998294696982,0.6608244641432136
36.0,36.0,train,8.355315203940502E-5,17.120597576194996,0.3682979163884033
38.0,38.0,train,3.389225634309415E-4,93.56485407820091,0.7028200305313201
39.0,39.0,train,3.283932138049296E-4,92.71120237749376,0.6961863824140603
40.0,40.0,train,2.646662568945154E-4,84.02664456292443,0.6487298784005366
41.0,41.0,train,1.3529379959473632E-4,39.07459641420457,0.4856139707240327
42.0,42.0,train,1.6243027502068093E-4,51.51569842077593,0.5312691695207064
44.0,44.0,train,1.7110986426412217E-4,55.149497458175325,0.544208535452131
45.0,45.0,train,2.929879390345647E-4,89.00605289906268,0.6715321069483104
46.0,46.0,train,1.81400282524276E-4,59.408589150382255,0.55865306637907
48.0,48.0,train,1.0061695091343823E-4,23.840955364697226,0.4124883847276697
49.0,49.0,train,9.476817733303999E-5,21.328504894553966,0.39805520417160023
50.0,50.0,train,1.5758000223223593E-4,49.53117735353846,0.523713338829137
51.0,51.0,train,2.1332249490793476E-4,70.9055120479452,0.5981580994480843
53.0,53.0,train,2.2399235156473713E-4,74.16378907646424,0.6098313103869394
54.0,54.0,train,3.1681266761662987E-4,91.3298284231113,0.6885398798215132
56.0,56.0,train,3.6667717433739265E-4,94.72523237426896,0.7189932170221597
58.0,58.0,train,1.018966798123188E-4,24.49684784352435,0.41555459895353514
59.0,59.0,train,8.307091852873262E-5,16.93964799711533,0.36695227212464
62.0,62.0,train,3.4487630786276315E-4,93.84332996991678,0.7064443319297424
63.0,63.0,train,2.476159769588427E-4,80.3230337595472,0.6334091851124098
64.0,64.0,train,1.305065946226739E-4,36.83365424103662,0.4766208226966068
66.0,66.0,train,1.809493231523562E-4,59.20180399305823,0.5580392685778335
67.0,67.0,train,3.2268695366528534E-4,92.08729548672375,0.6924660999714229
68.0,68.0,train,3.396546061464439E-4,93.60309545186422,0.7032704745592622
69.0,69.0,train,3.601062012244097E-4,94.3555354778951,0.7153253001978515
70.0,70.0,train,1.761537735475072E-4,57.322243915800094,0.5514048827026446
71.0,71.0,train,1.9506871077292352E-4,64.62377942463708,0.576480791034218
75.0,75.0,train,1.9389248395504724E-4,64.09727193917372,0.5750034740728862
76.0,76.0,train,1.0563529258771263E-4,25.989143345237387,0.42433169526876496
78.0,78.0,train,1.0550034795166347E-4,25.93302925486156,0.42401947588811484
79.0,79.0,train,2.580818477844619E-4,82.63997003909827,0.6429676603539571
82.0,82.0,train,2.629764642765586E-4,83.71173744349325,0.6472689044209275
83.0,83.0,train,2.2247843918331406E-4,73.65646636543069,0.608216492989938
84.0,84.0,train,2.661868898744655E-4,84.39609570246711,0.6500342917126893
85.0,85.0,train,2.069092995630482E-4,68.67378675863087,0.590799589820101
86.0,86.0,train,1.4353688931238124E-4,42.971155777246246,0.5003958398094126
87.0,87.0,train,6.573904611005507E-5,11.918111683477784,0.31446739727250705
89.0,89.0,train,1.8555189682393E-4,60.944445047322866,0.5642247163037217
91.0,91.0,train,1.757634768911272E-4,57.1663672032635,0.5508561524021819
92.0,92.0,train,1.7148003949483064E-4,55.38515659451361,0.5447445207035797
93.0,93.0,train,1.510061909692411E-4,46.61703050745837,0.5130750496154899
94.0,94.0,train,9.117289738296048E-5,19.800143215035735,0.38882569558848773
95.0,95.0,train,1.0536875192658045E-4,25.878307618931412,0.42371467779705735
96.0,96.0,train,1.3974821746716266E-4,41.23495036796424,0.4937087434977519
97.0,97.0,train,1.5734138813338461E-4,49.42667608236726,0.5233353303014758
98.0,98.0,train,1.2681257614194317E-4,35.3014494079861,0.46946342836753974
99.0,99.0,train,1.4383990014531982E-4,43.13645775413836,0.500923040337087
101.0,101.0,train,6.690329121886085E-5,12.235159217845334,0.3182641540786802
102.0,102.0,train,9.367469498285008E-5,20.839468726118536,0.3952777397055656
104.0,104.0,train,1.0556288655285046E-4,25.959034710296677,0.42416421260866577
105.0,105.0,train,1.5494405246504903E-4,48.38301741106305,0.5195039456930765
106.0,106.0,train,1.2617075490232776E-4,34.84830964188819,0.46819985058578245
107.0,107.0,train,1.1107728448788044E-4,28.43194647755923,0.4366467161930291
108.0,108.0,train,7.386992905945004E-5,14.107922336365627,0.3401327087171954
109.0,109.0,train,1.8780344275517728E-4,61.85757335479406,0.5671879565016149
111.0,111.0,train,1.6691746118866575E-4,53.33649701070698,0.5380489815211886
112.0,112.0,train,1.0510730184653615E-4,25.769588711311936,0.42310815818417336
113.0,113.0,train,1.8057662042463436E-4,59.029589121919294,0.5575306953235896
114.0,114.0,train,9.031421966141387E-5,19.527639814684548,0.386579343680816
115.0,115.0,train,1.4268279617094107E-4,42.502877346072225,0.49890381346186996
116.0,116.0,train,1.7284717548681907E-4,55.95732236005451,0.5467131508532809
117.0,117.0,train,1.4738722024621622E-4,44.7286870286568,0.5070131809849516
118.0,118.0,train,1.4902929663814898E-4,45.70262393570134,0.509782300921784
120.0,120.0,train,1.45664569274015E-4,43.98216595901723,0.5040743590084514
121.0,121.0,train,1.7404101624542934E-4,56.46909961356313,0.5484183688343846
122.0,122.0,train,1.0831725279961447E-4,27.156594103719627,0.4304674405303923
123.0,123.0,train,1.2216468246446327E-4,33.00261853118597,0.46017486109454814
124.0,124.0,train,9.468976536970602E-5,21.29931315024243,0.3978568858534269
125.0,125.0,train,1.0091645529024194E-4,23.988275358780847,0.4132088736078307
126.0,126.0,train,1.0124297533464274E-4,24.179639338946135,0.4139923407569978
127.0,127.0,train,9.347716244353004E-5,20.75110588834429,0.39477326799346285
128.0,128.0,train,3.617417999185024E-5,5.393203925043395,0.2015454541872765
130.0,130.0,train,1.4503991332273846E-5,1.1727233590502573,0.0919057284867664
131.0,131.0,train,3.729303787187727E-4,95.06455139491656,0.7223970451695911
132.0,132.0,train,3.2088044340436954E-4,91.84937923670384,0.6912692563162455
133.0,133.0,train,2.0998743346220978E-4,69.72662408744839,0.594364785184485
134.0,134.0,train,1.5749484766898025E-4,49.491904138849506,0.5235785071930079
136.0,136.0,train,2.637457141485405E-4,83.85074534808324,0.6479354924945351
137.0,137.0,train,3.430878429466728E-4,93.77445675783889,0.7053649393332754
138.0,138.0,train,2.8097208506584195E-4,87.02698819969213,0.6622297483326443
139.0,139.0,train,1.4158575491854478E-4,42.02660230575016,0.49697425302755477
141.0,141.0,train,3.7172050873115965E-4,95.00780708847329,0.7217449214426612
142.0,142.0,train,6.601433771130768E-5,11.995028913017656,0.3153689720799281
143.0,143.0,train,3.7884220311390216E-4,95.3137050672571,0.7255400761548733
144.0,144.0,train,8.042961603282607E-5,16.19357578677491,0.3594789775951912
146.0,146.0,train,2.8663707386590673E-4,87.93714937807458,0.6666802160882458
148.0,148.0,train,2.0936515592802354E-5,2.310701137428603,0.12747023086108164
149.0,149.0,train,3.88973611219046E-4,95.65163347754729,0.7307641080249252
150.0,150.0,train,2.2714667378322188E-4,75.00886746875952,0.6131534760345447
151.0,151.0,train,2.7436159160446554E-4,85.96560119144647,0.65688385179228
152.0,152.0,train,1.2019591793273416E-4,32.1405598816594,0.4561415953246333
153.0,153.0,train,1.9918290402423498E-5,2.1149764280945793,0.12202734541454172
155.0,155.0,train,1.609144641450327E-4,50.95955322270962,0.5289336973788805
156.0,156.0,train,1.2629150335351717E-5,0.935925007559887,0.08098778668623487
157.0,157.0,train,3.7286717159698673E-5,5.632694330252022,0.2064642110920889
158.0,158.0,train,1.9577739979870592E-4,64.86691831925836,0.5773659421605
159.0,159.0,train,1.437655130984666E-4,43.09658579772316,0.500793719355225
160.0,160.0,train,2.3643244478904947E-4,77.26387100111866,0.6226129667763338
161.0,161.0,train,2.3095809851278766E-4,76.05396244207823,0.6170929974822075
164.0,164.0,train,2.320176707229522E-4,76.22004952170923,0.6181739671741898
165.0,165.0,train,1.798515705551944E-4,58.68413762344188,0.5565379643161986
166.0,166.0,train,1.7377307368643028E-4,56.35765025953517,0.5480367716293216
167.0,167.0,train,9.090728079829177E-5,19.70397778009556,0.38813258630812575
168.0,168.0,train,8.422838514333578E-5,17.39955884670339,0.3701725299217987
169.0,169.0,train,1.046054160516811E-4,25.608047137961375,0.4219402838326935
170.0,170.0,train,1.2396390139422913E-4,33.76430266364748,0.46380882735674694
171.0,171.0,train,2.4200153504592628E-4,78.73769082520437,0.6280675233026507
172.0,172.0,train,7.601586545394083E-4,99.2290484284677,0.8413781929716007
174.0,174.0,train,1.961338262491455E-4,64.96797941713139,0.5778097211742367
175.0,175.0,train,1.5578104057373978E-4,48.759812348748234,0.5208485856184937
176.0,176.0,train,1.6869626503322507E-4,53.96620549895617,0.5406826490788162
177.0,177.0,train,2.1287810500912754E-4,70.76917698891138,0.5976567503576312
178.0,178.0,train,1.404619115921735E-4,41.51796304833171,0.4949820807695318
179.0,179.0,train,4.526427446819125E-5,7.304148220929675,0.2400344528976077
182.0,182.0,train,2.864409623433812E-4,87.90449213608954,0.6665281096669287
183.0,183.0,train,1.367014116471221E-4,39.77596568024073,0.4881997813908846
184.0,184.0,train,1.3704352849627004E-4,39.94564780521386,0.4888243342719756
